Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_10 Spectral Count	C_11 Spectral Count	C_12 Spectral Count	C_13 Spectral Count	C_14 Spectral Count	C_15 Spectral Count	C_16 Spectral Count	C_17 Spectral Count	C_18 Spectral Count	C_19 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	C_4 Spectral Count	C_5 Spectral Count	C_6 Spectral Count	C_7 Spectral Count	C_8 Spectral Count	C_9 Spectral Count	HCC_1 Spectral Count	HCC_10 Spectral Count	HCC_11 Spectral Count	HCC_12 Spectral Count	HCC_13 Spectral Count	HCC_14 Spectral Count	HCC_15 Spectral Count	HCC_16 Spectral Count	HCC_17 Spectral Count	HCC_18 Spectral Count	HCC_19 Spectral Count	HCC_2 Spectral Count	HCC_3 Spectral Count	HCC_4 Spectral Count	HCC_5 Spectral Count	HCC_6 Spectral Count	HCC_7 Spectral Count	HCC_8 Spectral Count	HCC_9 Spectral Count	C_1 Unique Spectral Count	C_10 Unique Spectral Count	C_11 Unique Spectral Count	C_12 Unique Spectral Count	C_13 Unique Spectral Count	C_14 Unique Spectral Count	C_15 Unique Spectral Count	C_16 Unique Spectral Count	C_17 Unique Spectral Count	C_18 Unique Spectral Count	C_19 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	C_4 Unique Spectral Count	C_5 Unique Spectral Count	C_6 Unique Spectral Count	C_7 Unique Spectral Count	C_8 Unique Spectral Count	C_9 Unique Spectral Count	HCC_1 Unique Spectral Count	HCC_10 Unique Spectral Count	HCC_11 Unique Spectral Count	HCC_12 Unique Spectral Count	HCC_13 Unique Spectral Count	HCC_14 Unique Spectral Count	HCC_15 Unique Spectral Count	HCC_16 Unique Spectral Count	HCC_17 Unique Spectral Count	HCC_18 Unique Spectral Count	HCC_19 Unique Spectral Count	HCC_2 Unique Spectral Count	HCC_3 Unique Spectral Count	HCC_4 Unique Spectral Count	HCC_5 Unique Spectral Count	HCC_6 Unique Spectral Count	HCC_7 Unique Spectral Count	HCC_8 Unique Spectral Count	HCC_9 Unique Spectral Count	C_1 Total Spectral Count	C_10 Total Spectral Count	C_11 Total Spectral Count	C_12 Total Spectral Count	C_13 Total Spectral Count	C_14 Total Spectral Count	C_15 Total Spectral Count	C_16 Total Spectral Count	C_17 Total Spectral Count	C_18 Total Spectral Count	C_19 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	C_4 Total Spectral Count	C_5 Total Spectral Count	C_6 Total Spectral Count	C_7 Total Spectral Count	C_8 Total Spectral Count	C_9 Total Spectral Count	HCC_1 Total Spectral Count	HCC_10 Total Spectral Count	HCC_11 Total Spectral Count	HCC_12 Total Spectral Count	HCC_13 Total Spectral Count	HCC_14 Total Spectral Count	HCC_15 Total Spectral Count	HCC_16 Total Spectral Count	HCC_17 Total Spectral Count	HCC_18 Total Spectral Count	HCC_19 Total Spectral Count	HCC_2 Total Spectral Count	HCC_3 Total Spectral Count	HCC_4 Total Spectral Count	HCC_5 Total Spectral Count	HCC_6 Total Spectral Count	HCC_7 Total Spectral Count	HCC_8 Total Spectral Count	HCC_9 Total Spectral Count	C_1 Intensity	C_10 Intensity	C_11 Intensity	C_12 Intensity	C_13 Intensity	C_14 Intensity	C_15 Intensity	C_16 Intensity	C_17 Intensity	C_18 Intensity	C_19 Intensity	C_2 Intensity	C_3 Intensity	C_4 Intensity	C_5 Intensity	C_6 Intensity	C_7 Intensity	C_8 Intensity	C_9 Intensity	HCC_1 Intensity	HCC_10 Intensity	HCC_11 Intensity	HCC_12 Intensity	HCC_13 Intensity	HCC_14 Intensity	HCC_15 Intensity	HCC_16 Intensity	HCC_17 Intensity	HCC_18 Intensity	HCC_19 Intensity	HCC_2 Intensity	HCC_3 Intensity	HCC_4 Intensity	HCC_5 Intensity	HCC_6 Intensity	HCC_7 Intensity	HCC_8 Intensity	HCC_9 Intensity	Indistinguishable Proteins
sp|Q14192|FHL2_HUMAN	Q14192	FHL2_HUMAN	FHL2	279	Homo sapiens	1:Experimental evidence at protein level	Four and a half LIM domains protein 2	1.0	0.9989	2	6	6	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318934.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	703938.4	0.0	667013.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14195|DPYL3_HUMAN	Q14195	DPYL3_HUMAN	DPYSL3	570	Homo sapiens	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 3	1.0	0.999	16	65	65	200	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	1	0	0	4	1	15	0	3	0	5	0	0	5	0	0	3	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	1	0	0	4	1	15	0	3	0	5	0	0	5	0	0	3	5	4	6	2	3	6	2	3	3	3	3	3	3	3	3	3	3	4	2	16	18	1	3	3	4	9	4	24	4	8	1	11	4	2	9	3	4	8	807035.94	0.0	693855.1	0.0	0.0	3921210.8	147060.3	0.0	112197.55	0.0	174978.08	65916.74	0.0	0.0	0.0	180862.89	0.0	338415.28	0.0	2.2256822E7	1.7474094E7	0.0	0.0	0.0	321073.8	2201431.8	217507.16	2.590501E7	0.0	1.0942136E7	0.0	1.5222372E7	0.0	0.0	7310763.5	487417.47	160738.72	1447571.8	
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1_HUMAN	DCTN1	1278	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 1	1.0	0.999	18	65	65	66	1	4	0	2	1	2	1	3	1	1	1	2	1	1	1	1	0	1	0	3	1	1	1	1	1	1	2	6	1	8	2	4	3	2	1	2	1	0	1	4	0	2	1	2	1	3	1	1	1	2	1	1	1	1	0	1	0	3	1	1	1	1	1	1	2	6	1	8	2	4	3	2	1	2	1	0	1	4	0	2	1	2	1	3	1	1	1	2	1	1	1	2	0	1	0	3	1	1	1	1	1	1	2	6	1	8	2	4	3	2	1	2	1	0	484788.97	3024304.5	678128.1	601802.9	394205.06	1061520.4	365921.3	668289.7	534250.94	185601.75	477498.1	1222156.8	353338.25	366956.12	250459.88	120494.016	238217.4	257001.14	222432.06	3045092.8	909653.4	629727.7	245138.12	340879.44	906009.94	615068.5	153600.27	1602753.0	1009664.9	4207195.5	1052392.9	5812734.0	3136055.0	761652.75	1127602.9	1022536.3	891294.1	141208.27	
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1	1.0	0.999	120	881	880	881	2	20	17	6	16	20	12	0	5	19	20	21	12	17	1	6	13	2	1	38	27	15	36	16	27	41	14	44	23	104	27	78	17	14	36	53	34	27	2	20	17	6	16	20	12	0	5	19	20	21	12	17	1	6	13	2	1	38	27	15	36	16	27	41	14	44	23	103	27	78	17	14	36	53	34	27	2	20	17	6	16	20	12	0	5	19	20	21	12	17	1	6	13	2	1	38	27	15	36	16	27	41	14	44	23	104	27	78	17	14	36	53	34	27	4527510.5	2.385442E7	1.1217995E7	1.0821421E7	1.47844E7	1.7828128E7	6247897.0	3491709.8	1.1670538E7	7352680.5	1.3656022E7	1.4579019E7	5783329.0	4829402.5	3058549.8	6495813.5	8450478.0	5528963.5	3936544.2	3.453862E7	2.7524526E7	1.6026042E7	2.2631528E7	1.5286153E7	2.1207874E7	1.5775374E7	5494338.5	2.7407486E7	1.4776591E7	7.601136E7	2.4095526E7	1.52979168E8	3.175185E7	1.4195933E7	2.1857812E7	3.4210764E7	2.2079064E7	1.4719719E7	
sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit alpha	0.9996	0.999	2	3	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	301456.9	0.0	0.0	0.0	0.0	216701.61	0.0	0.0	0.0	0.0	177386.83	0.0	0.0	0.0	0.0	176615.48	0.0	162934.9	0.0	251092.67	0.0	0.0	0.0	0.0	0.0	155047.95	0.0	0.0	0.0	213367.7	346046.8	0.0	339959.66	0.0	0.0	143852.81	124914.266	122362.414	
sp|Q14240|IF4A2_HUMAN	Q14240	IF4A2_HUMAN	EIF4A2	407	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-II	1.0	0.999	23	328	226	608	10	12	9	8	5	6	4	9	11	4	4	7	5	4	7	13	8	11	11	8	4	10	19	9	9	5	7	11	6	18	5	10	18	5	5	10	13	8	8	9	7	6	3	4	2	7	9	2	2	5	3	2	5	11	6	9	9	3	0	7	15	6	7	2	4	7	4	14	1	5	16	3	3	5	11	4	18	18	16	14	12	13	9	16	17	10	10	15	14	10	15	21	14	18	20	16	9	15	27	16	17	14	12	19	14	28	12	20	28	15	12	18	19	17	1.3098543E7	2.5306784E7	8582030.0	8817640.0	1.0946699E7	1.1325546E7	3694574.2	1.755954E7	1.1134324E7	6265942.0	9895991.0	9748679.0	4263264.0	4252023.5	7801313.0	8977605.0	7462362.0	1.8194468E7	8152204.0	2.4909192E7	1.2084457E7	1.894043E7	1.8549078E7	1.6806228E7	1.6446964E7	6524599.5	5151393.0	1.1824781E7	1.2299212E7	2.7419314E7	1.5710558E7	4.0174056E7	5.4698284E7	9376441.0	8628567.0	1.2759674E7	1.2506512E7	8621690.0	
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens	1:Experimental evidence at protein level	Src substrate cortactin	1.0	0.999	16	242	242	242	9	7	4	2	2	5	1	5	6	4	3	2	1	1	5	8	3	7	8	9	13	15	4	6	10	7	9	10	7	7	8	8	11	8	4	9	7	7	9	7	4	2	2	5	1	5	6	4	3	2	1	1	5	8	3	7	8	9	13	15	4	6	10	7	9	10	7	7	8	8	11	8	4	9	7	7	9	7	4	2	2	5	1	5	6	4	3	2	1	1	5	8	3	7	8	9	13	15	4	6	10	7	9	10	7	7	8	8	11	8	4	9	7	7	8717169.0	7223186.0	3716736.5	2330231.8	2827348.5	8625915.0	708725.44	7108274.0	4106142.0	2107142.0	2622781.8	2712952.0	728979.9	920149.7	2626469.5	5107227.5	1838447.0	6118216.5	3897297.8	1.0293305E7	1.2147074E7	1.174473E7	6244933.0	8792827.0	8146324.5	4599728.5	4264159.0	5760668.0	5995486.5	6841175.5	1.1962421E7	2.6553002E7	3.0988538E7	6592914.0	4228801.0	7537291.0	4771493.0	5215774.5	
sp|Q14249|NUCG_HUMAN	Q14249	NUCG_HUMAN	ENDOG	297	Homo sapiens	1:Experimental evidence at protein level	Endonuclease G, mitochondrial	0.882	0.9985	1	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	31809.53	477838.6	278098.75	0.0	0.0	0.0	128304.97	99717.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens	1:Experimental evidence at protein level	Flotillin-2	1.0	0.999	11	80	80	80	0	1	1	0	0	4	0	0	1	0	4	4	0	3	0	0	4	0	0	5	9	0	0	5	0	10	5	2	0	0	3	2	0	1	6	2	5	3	0	1	1	0	0	4	0	0	1	0	4	4	0	3	0	0	4	0	0	5	9	0	0	5	0	10	5	2	0	0	3	2	0	1	6	2	5	3	0	1	1	0	0	4	0	0	1	0	4	4	0	3	0	0	4	0	0	5	9	0	0	5	0	10	5	2	0	0	3	2	0	1	6	2	5	3	0.0	3427070.8	1475330.9	69662.77	1233718.6	2591298.2	458903.44	0.0	1237867.1	195999.14	3223519.5	3701304.5	389541.47	977250.9	0.0	0.0	2026073.8	163312.64	0.0	4973568.5	6587152.0	331185.75	689196.25	4399892.5	1221327.5	5104416.5	1915699.6	1910459.1	477994.88	1352901.6	2686260.2	8985722.0	1856392.2	1411386.9	6124096.5	2070023.1	3612282.2	3192873.2	
sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	RCN2	317	Homo sapiens	1:Experimental evidence at protein level	Reticulocalbin-2	1.0	0.999	7	32	32	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	6	3	1	2	0	0	0	1	0	5	0	0	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	6	3	1	2	0	0	0	1	0	5	0	0	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	6	3	1	2	0	0	0	1	0	5	0	0	1	0	5	1	0	0	1036612.6	0.0	0.0	0.0	0.0	420008.56	0.0	831236.6	0.0	0.0	168598.47	0.0	0.0	0.0	101573.29	479660.12	0.0	1269005.2	627865.7	1692949.4	5668738.0	1802424.6	585511.2	1465454.2	0.0	459887.25	0.0	965848.5	0.0	4639938.0	0.0	0.0	3880779.0	0.0	2349132.5	405005.78	0.0	0.0	
sp|Q14258|TRI25_HUMAN	Q14258	TRI25_HUMAN	TRIM25	630	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin/ISG15 ligase TRIM25	1.0	0.999	11	101	101	101	0	5	2	1	2	3	1	1	3	4	3	2	3	4	0	1	3	0	1	6	1	4	4	4	5	3	5	1	6	4	4	3	1	0	0	6	2	3	0	5	2	1	2	3	1	1	3	4	3	2	3	4	0	1	3	0	1	6	1	4	4	4	5	3	5	1	6	4	4	3	1	0	0	6	2	3	0	5	2	1	2	3	1	1	3	4	3	2	3	4	0	1	3	0	1	6	1	4	4	4	5	3	5	1	6	4	4	3	1	0	0	6	2	3	242083.6	1524772.1	637441.4	408899.1	688873.7	1243846.5	543676.94	392515.7	354649.75	423067.06	903510.44	1501254.2	219411.1	487276.44	60004.41	241878.62	919474.06	159402.61	136910.95	3145032.5	889414.1	1882988.9	1788143.4	2117994.0	1175615.0	1754779.8	490366.22	1480774.1	664857.75	2172367.5	2270944.5	6237567.5	845570.0	73322.26	567418.3	3165309.0	515744.38	1163647.8	
sp|Q14315|FLNC_HUMAN	Q14315	FLNC_HUMAN	FLNC	2725	Homo sapiens	1:Experimental evidence at protein level	Filamin-C	1.0	0.999	65	112	112	215	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	6	0	0	0	0	0	0	0	73	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	6	0	0	0	0	0	0	0	73	0	0	1	3	3	2	2	3	3	0	2	3	3	3	3	3	1	1	2	1	0	3	1	3	2	35	4	3	2	12	4	3	3	5	3	4	3	80	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161549.52	0.0	0.0	0.0	3.8369988E7	0.0	0.0	0.0	5493026.0	0.0	767476.2	0.0	3285873.2	0.0	0.0	0.0	1.0648804E8	0.0	0.0	
sp|Q14318|FKBP8_HUMAN	Q14318	FKBP8_HUMAN	FKBP8	412	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP8	0.9995	0.999	2	12	12	12	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0.0	1330925.6	421573.12	0.0	262070.02	772211.5	168429.56	0.0	121009.41	95305.46	444711.4	602131.75	386287.97	188480.77	117294.24	136187.05	714374.7	0.0	0.0	1997989.9	467215.7	496519.25	219170.86	452458.72	297595.12	360634.38	0.0	365182.06	553885.0	660555.2	609529.5	1603367.9	1304857.4	428289.44	504284.34	216048.22	918255.3	378759.88	
sp|Q14320|FA50A_HUMAN	Q14320	FA50A_HUMAN	FAM50A	339	Homo sapiens	1:Experimental evidence at protein level	Protein FAM50A	1.0	0.999	3	5	3	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	438021.88	0.0	212750.95	0.0	0.0	0.0	377187.4	234445.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107746.38	0.0	0.0	0.0	0.0	0.0	0.0	329683.97	143479.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531210.75	0.0	0.0	0.0	269270.1	
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit alpha-13	0.9996	0.999	3	25	25	54	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	1	3	1	1	2	0	0	1	2	1	1	0	0	1	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	1	3	1	1	2	0	0	1	2	1	1	0	0	1	1	1	1	0	3	1	1	1	1	1	0	1	1	1	0	1	1	0	0	2	0	0	4	2	2	4	2	2	3	1	1	2	3	1	2	1	1	2	2	2	2	0.0	1036081.94	0.0	367663.78	179077.67	0.0	0.0	66994.39	0.0	126544.164	0.0	623510.75	0.0	81097.73	0.0	0.0	466596.12	0.0	0.0	739037.2	254737.97	281142.78	385209.03	502888.0	326440.56	746753.1	0.0	239816.89	0.0	576449.5	383476.94	3527926.2	1083128.4	371518.84	425942.7	1554515.9	357723.47	255120.3	
sp|Q14353|GAMT_HUMAN	Q14353	GAMT_HUMAN	GAMT	236	Homo sapiens	1:Experimental evidence at protein level	Guanidinoacetate N-methyltransferase	1.0	0.999	10	217	217	217	10	9	4	9	5	11	5	10	8	5	3	12	4	6	7	9	5	6	11	2	1	0	2	3	6	4	1	1	3	0	7	8	18	4	0	3	6	9	10	9	4	9	5	11	5	10	8	5	3	12	4	6	7	9	5	6	11	2	1	0	2	3	6	4	1	1	3	0	7	8	18	4	0	3	6	9	10	9	4	9	5	11	5	10	8	5	3	12	4	6	7	9	5	6	11	2	1	0	2	3	6	4	1	1	3	0	7	8	18	4	0	3	6	9	1.2831373E7	1.767259E7	5369613.5	1.5017302E7	6073913.0	1.6919978E7	4493410.0	1.4849469E7	1.3591769E7	3107433.0	5015980.0	2.445542E7	5142595.5	2392645.0	5713935.5	7866261.5	6530346.0	1.0604302E7	8421697.0	5542632.0	1971536.1	1025843.06	2538668.5	4458019.5	8123812.5	4149449.0	649776.75	1420641.2	3084244.2	0.0	1.6518161E7	1.6578456E7	6.4218184E7	3786635.8	1251130.4	3843024.5	6923118.0	5579700.5	
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose 4-epimerase	1.0	0.999	9	212	212	212	10	6	4	5	9	5	7	6	8	3	6	12	10	3	7	11	6	8	6	6	5	3	0	3	4	6	1	2	6	1	4	5	8	6	3	5	6	6	10	6	4	5	9	5	7	6	8	3	6	12	10	3	7	11	6	8	6	6	5	3	0	3	4	6	1	2	6	1	4	5	8	6	3	5	6	6	10	6	4	5	9	5	7	6	8	3	6	12	10	3	7	11	6	8	6	6	5	3	0	3	4	6	1	2	6	1	4	5	8	6	3	5	6	6	1.8099906E7	1.8229242E7	6466055.0	1.1047532E7	9309958.0	1.2511912E7	5864417.0	1.3897173E7	1.1670556E7	4637147.0	8727444.0	1.5007387E7	9145598.0	2655966.8	8361939.0	1.3723806E7	9743942.0	1.3690762E7	9838280.0	9146742.0	5452630.0	6812632.5	1096808.8	7269795.0	9167905.0	5564011.0	1235523.4	2679197.5	1.1197821E7	1141987.9	1.1857853E7	2.6602428E7	2.9429654E7	1.2551661E7	4928363.0	3878101.8	1.4697214E7	7108321.0	
sp|Q14397|GCKR_HUMAN	Q14397	GCKR_HUMAN	GCKR	625	Homo sapiens	1:Experimental evidence at protein level	Glucokinase regulatory protein	1.0	0.9989	3	9	9	9	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	1	0	525762.56	1001564.4	162531.33	778379.1	1188900.8	202354.28	0.0	639407.0	575141.1	0.0	0.0	1514426.4	234034.9	55266.957	145910.4	252841.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2787307.5	936146.9	21868.549	195201.56	0.0	696070.6	0.0	1647776.5	667680.2	0.0	391513.4	172709.25	0.0	999952.4	204537.22	
sp|Q14432|PDE3A_HUMAN	Q14432	PDE3A_HUMAN	PDE3A	1141	Homo sapiens	1:Experimental evidence at protein level	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A	0.9886	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184829.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79639.14	0.0	0.0	0.0	0.0	0.0	0.0	486509.4	0.0	0.0	0.0	
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens	1:Experimental evidence at protein level	Caprin-1	1.0	0.999	9	91	91	91	4	1	2	0	2	2	0	1	0	1	0	0	1	0	3	2	0	1	2	5	5	4	7	1	3	2	5	0	4	4	4	10	3	1	1	8	0	2	4	1	2	0	2	2	0	1	0	1	0	0	1	0	3	2	0	1	2	5	5	4	7	1	3	2	5	0	4	4	4	10	3	1	1	8	0	2	4	1	2	0	2	2	0	1	0	1	0	0	1	0	3	2	0	1	2	5	5	4	7	1	3	2	5	0	4	4	4	10	3	1	1	8	0	2	1732515.5	1644718.2	1187911.0	599936.8	1026224.5	1047485.0	237384.92	2123080.5	1177134.5	1077293.0	450922.75	314823.97	220802.83	247769.69	669817.6	2179172.2	458641.38	825690.25	1129468.8	3953181.8	5073361.5	2688025.5	3596182.2	1242377.0	1731965.2	1547943.2	1150165.9	667340.0	2376943.5	1697504.5	3021547.5	1.3457859E7	3499238.0	3025473.5	1093312.6	5389458.5	925704.75	946600.7	
sp|Q14449|GRB14_HUMAN	Q14449	GRB14_HUMAN	GRB14	540	Homo sapiens	1:Experimental evidence at protein level	Growth factor receptor-bound protein 14	1.0	0.999	3	5	5	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	66104.44	70547.88	0.0	0.0	0.0	0.0	0.0	67419.03	38557.453	10692.228	0.0	0.0	0.0	0.0	31666.244	0.0	0.0	17461.494	166540.81	0.0	0.0	16935.06	0.0	0.0	18787.984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 39	1.0	0.999	8	41	41	41	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	4	3	3	1	0	1	2	2	2	1	2	0	6	2	0	1	1	1	4	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	4	3	3	1	0	1	2	2	2	1	2	0	6	2	0	1	1	1	4	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	4	3	3	1	0	1	2	2	2	1	2	0	6	2	0	1	1	1	4	718432.1	602913.6	490928.44	0.0	241018.44	1107309.9	329294.75	0.0	577799.1	300720.56	643837.1	1055805.2	558589.5	337465.75	76094.945	339639.2	227460.28	687166.8	156493.19	4266463.0	2591590.0	1461270.8	1233639.9	930113.44	913709.1	940647.25	527144.0	767341.06	945752.75	1094074.0	1110953.8	1.0924908E7	2108724.0	723044.9	782915.4	1212337.2	724968.4	1138482.5	
